"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"PROVENTURE GOLD";"CA74375L1058";"MLPRO";"Euronext Access Paris";"EUR";"2.00";"2.00";"2.00";"2.00";"21/02/2019 11:30";"CET";"204";"408.00"
"PROVIDENCE RES.";"IE00B66B5T26";"PZQA";"Euronext Growth Dublin";"EUR";"0.16";"0.16";"0.155";"0.157";"21/03/2019 16:13";"UTC";"103489";"16376.57"
"PROXIMUS";"BE0003810273";"PROX";"Euronext Brussels";"EUR";"25.23";"25.31";"25.02";"25.05";"22/03/2019 17:35";"CET";"659950";"16573309.44"
"PSB INDUSTRIES";"FR0000060329";"PSB";"Euronext Paris";"EUR";"33.80";"33.80";"33.10";"33.50";"22/03/2019 17:29";"CET";"588";"19676.90"
"PUBLICIS BSA";"FR0000312928";"PUBBS";"Euronext Paris";"EUR";"20.60";"20.60";"20.60";"20.60";"22/03/2019 14:34";"CET";"50";"1030.00"
"PUBLICIS GROUPE SA";"FR0000130577";"PUB";"Euronext Paris";"EUR";"50.30";"50.30";"48.66";"48.70";"22/03/2019 17:35";"CET";"841538";"41164134.13"
"QRF";"BE0974272040";"QRF";"Euronext Brussels";"EUR";"14.90";"14.95";"14.65";"14.75";"22/03/2019 17:35";"CET";"4382";"64731.20"
"QUADPACK";"ES0105118006";"MLQP";"Euronext Access Paris";"EUR";"20.00";"20.00";"20.00";"20.00";"22/03/2019 11:30";"CET";"4375";"87500.00"
"QUANTGENBSA27JAN20";"FR0013274545";"QGCBT";"Euronext Growth Paris";"EUR";"1.46";"1.47";"1.26";"1.47";"21/03/2019 14:33";"CET";"4343";"5979.80"
"QUANTUM GENOMICS";"FR0011648971";"ALQGC";"Euronext Growth Paris";"EUR";"5.43";"5.44";"5.16";"5.18";"22/03/2019 17:35";"CET";"160146";"845513.32"
"QUESTFOR GR-PRICAF";"BE0003730448";"QFG";"Euronext Brussels";"EUR";"6.00";"6.04";"5.82";"5.82";"22/03/2019 17:35";"CET";"20112";"118526.14"
"QUOTIUM TECHNO";"FR0010211615";"QTE";"Euronext Paris";"EUR";"11.20";"11.20";"11.20";"11.20";"07/02/2019 11:30";"CET";"100";"1120.00"
"QWAMPLIFY";"FR0010889386";"ALQWA";"Euronext Growth Paris";"EUR";"5.15";"5.15";"5.15";"5.15";"22/03/2019 17:09";"CET";"1550";"7982.50"
"Raize";"PTRIZ0AM0009";"MLRZE";"Euronext Access Lisbon";"EUR";"1.18";"1.18";"1.16";"1.16";"22/03/2019 21:30";"BST";"4500";"5300.00"
"RALLYE";"FR0000060618";"RAL";"Euronext Paris";"EUR";"11.33";"11.35";"10.81";"10.87";"22/03/2019 17:38";"CET";"68368";"746823.10"
"RAMADA";"PTFRV0AE0004";"RAM";"Euronext Lisbon";"EUR";"7.70";"7.75";"7.60";"7.75";"22/03/2019 22:35";"BST";"11466";"88467.30"
"RAMSAY GEN SANTE";"FR0000044471";"GDS";"Euronext Paris";"EUR";"21.20";"21.20";"20.40";"21.00";"22/03/2019 17:11";"CET";"426";"8900.20"
"RANDSTAD NV";"NL0000379121";"RAND";"Euronext Amsterdam";"EUR";"47.26";"47.32";"44.68";"44.72";"22/03/2019 17:35";"CET";"1017970";"46158057.59"
"RAPHAEL MICHEL S A";"FR0010038570";"MLRAM";"Euronext Access Paris";"EUR";"17.60";"17.60";"17.60";"17.60";"28/12/2018 16:30";"CET";"1";"17.60"
"RAPIDO PRET";"FR0012395457";"ML350";"Euronext Access Paris";"EUR";"0.352";"0.352";"0.352";"0.352";"04/03/2019 11:30";"CET";"1999";"703.65"
"REALCO";"BE0003841583";"REAL";"Euronext Access Brussels";"EUR";"19.10";"19.10";"19.10";"19.10";"18/03/2019 16:30";"CET";"48";"916.80"
"REALITES";"FR0011858190";"ALREA";"Euronext Growth Paris";"EUR";"21.80";"23.30";"21.70";"22.20";"22/03/2019 17:35";"CET";"19921";"445885.10"
"RECTICEL";"BE0003656676";"REC";"Euronext Brussels";"EUR";"7.02";"7.02";"6.77";"6.81";"22/03/2019 17:35";"CET";"72141";"495820.13"
"RECYLEX S.A.";"FR0000120388";"RX";"Euronext Paris";"EUR";"5.08";"5.08";"4.95";"4.976";"22/03/2019 17:29";"CET";"46845";"233861.474"
"REDITUS,SGPS";"PTRED0AP0010";"RED";"Euronext Lisbon";"EUR";"0.072";"0.072";"0.072";"0.072";"21/03/2019 21:30";"BST";"211";"15.19"
"REIBEL";"BE0003829463";"REI";"Euronext Access Brussels";"EUR";"0.95";"0.95";"0.95";"0.95";"22/03/2019 11:30";"CET";"10";"9.50"
"REINET INVESTMENTS";"LU0383812293";"REINA";"Euronext Amsterdam";"EUR";"15.10";"15.10";"14.60";"14.60";"20/03/2019 16:29";"CET";"446";"6597.50"
"RELX";"GB00B2B0DG97";"REN";"Euronext Amsterdam";"EUR";"18.89";"18.945";"18.725";"18.88";"22/03/2019 17:35";"CET";"2453986";"46218709.95"
"REMY COINTREAU";"FR0000130395";"RCO";"Euronext Paris";"EUR";"117.40";"118.00";"114.40";"115.00";"22/03/2019 17:35";"CET";"145597";"16820968.50"
"REN";"PTREL0AM0008";"RENE";"Euronext Lisbon";"EUR";"2.628";"2.628";"2.566";"2.58";"22/03/2019 22:35";"BST";"1830575";"4736381.18"
"RENAULT";"FR0000131906";"RNO";"Euronext Paris";"EUR";"59.91";"60.13";"57.58";"57.58";"22/03/2019 17:37";"CET";"2220431";"128776652.35"
"RESILUX";"BE0003707214";"RES";"Euronext Brussels";"EUR";"151.60";"151.60";"148.60";"148.60";"22/03/2019 17:35";"CET";"761";"113983.60"
"RETAIL ESTATES";"BE0003720340";"RET";"Euronext Brussels, Amsterdam";"EUR";"80.40";"82.50";"80.10";"82.10";"22/03/2019 17:35";"CET";"39556";"3188314.40"
"REWORLD MEDIA";"FR0010820274";"ALREW";"Euronext Growth Paris";"EUR";"2.35";"2.42";"2.35";"2.38";"22/03/2019 17:35";"CET";"37019";"87928.87"
"REXEL";"FR0010451203";"RXL";"Euronext Paris";"EUR";"10.55";"10.55";"9.938";"10.005";"22/03/2019 17:35";"CET";"1306225";"13177736.104"
"RIBER";"FR0000075954";"RIB";"Euronext Paris";"EUR";"1.688";"1.698";"1.61";"1.64";"22/03/2019 17:35";"CET";"20944";"34708.366"
"ROBERTET";"FR0000039091";"RBT";"Euronext Paris";"EUR";"548.00";"548.00";"534.00";"542.00";"22/03/2019 17:35";"CET";"712";"386604.00"
"ROBERTET CDV 87";"FR0000045619";"CBR";"Euronext Paris";"EUR";"44.00";"44.00";"44.00";"44.00";"04/01/2019 16:30";"CET";"20";"880.00"
"ROBERTET CI";"FR0000045601";"CBE";"Euronext Paris";"EUR";"424.65";"424.65";"424.65";"424.65";"22/03/2019 16:30";"CET";"30";"12739.50"
"ROCHE BOBOIS";"FR0013344173";"RBO";"Euronext Paris";"EUR";"18.80";"19.10";"18.60";"18.60";"22/03/2019 16:38";"CET";"600";"11373.30"
"ROCTOOL";"FR0010523167";"ALROC";"Euronext Growth Paris";"EUR";"3.12";"3.14";"3.12";"3.14";"22/03/2019 16:56";"CET";"199";"622.86"
"ROODMICROTEC";"NL0000440477";"ROOD";"Euronext Amsterdam";"EUR";"0.252";"0.255";"0.251";"0.253";"22/03/2019 17:23";"CET";"31600";"7969.55"
"ROSIER";"BE0003575835";"ENGB";"Euronext Brussels";"EUR";"150.00";"150.00";"150.00";"150.00";"22/03/2019 11:30";"CET";"265";"39750.00"
"ROTHSCHILD & CO";"FR0000031684";"ROTH";"Euronext Paris";"EUR";"28.45";"28.70";"27.75";"27.75";"22/03/2019 17:35";"CET";"17600";"494726.15"
"ROUGIER S.A.";"FR0000037640";"ALRGR";"Euronext Growth Paris";"EUR";"17.40";"17.60";"17.40";"17.60";"26/02/2018 13:46";"CET";"162";"2843.60"
"ROULARTA";"BE0003741551";"ROU";"Euronext Brussels";"EUR";"14.50";"14.50";"14.45";"14.45";"22/03/2019 17:35";"CET";"423";"6131.00"
"ROUSSELET CENTRIF.";"FR0000035750";"MLROU";"Euronext Access Paris";"EUR";"31.60";"31.60";"31.60";"31.60";"19/03/2019 11:31";"CET";"70";"2212.00"
"ROYAL DUTCH SHELLA";"GB00B03MLX29";"RDSA";"Euronext Amsterdam";"EUR";"28.165";"28.22";"27.83";"27.96";"22/03/2019 17:37";"CET";"6758177";"189426010.01"
"ROYAL DUTCH SHELLB";"GB00B03MM408";"RDSB";"Euronext Amsterdam";"EUR";"29.10";"29.10";"28.29";"28.29";"22/03/2019 16:53";"CET";"8649";"246146.875"
"RTL GROUP";"LU0061462528";"RTL";"Euronext Brussels";"EUR";"51.00";"51.00";"49.80";"49.80";"22/03/2019 17:35";"CET";"1984";"99760.85"
"RUBIS";"FR0013269123";"RUI";"Euronext Paris";"EUR";"51.00";"51.25";"50.70";"50.70";"22/03/2019 17:35";"CET";"212522";"10808309.05"
"RYANAIR HOLD. PLC";"IE00BYTBXV33";"RY4C";"Euronext Dublin";"EUR";"11.865";"11.865";"11.47";"11.71";"21/03/2019 16:30";"UTC";"965687";"11248984.86"
"S.CLUBE BRAGA";"PTSCB0AM0001";"SCB";"Euronext Access Lisbon";"EUR";"2.02";"2.02";"2.02";"2.02";"17/01/2019 21:30";"BST";"12";"24.24"
"S.E.B.";"FR0000121709";"SK";"Euronext Paris";"EUR";"146.80";"147.50";"142.70";"143.20";"22/03/2019 17:35";"CET";"47552";"6840580.50"
"SABCA";"BE0003654655";"SAB";"Euronext Brussels";"EUR";"18.70";"18.70";"18.70";"18.70";"18/03/2019 11:30";"CET";"40";"748.00"
"SABETON";"FR0000060121";"SABE";"Euronext Paris";"EUR";"22.00";"22.00";"22.00";"22.00";"22/03/2019 16:30";"CET";"250";"5500.00"
"SAFE ORTHOPAEDICS";"FR0012452746";"SAFOR";"Euronext Paris";"EUR";"0.171";"0.171";"0.151";"0.155";"22/03/2019 17:35";"CET";"333999";"53062.5145"
"SAFRAN";"FR0000073272";"SAF";"Euronext Paris";"EUR";"121.50";"121.65";"118.00";"118.10";"22/03/2019 17:35";"CET";"909882";"108200205.05"
"SAFWOOD";"IT0004013725";"ALWOO";"Euronext Growth Paris";"EUR";"0.05";"0.05";"0.05";"0.05";"03/05/2011 15:30";"CET";"1300";"65.00"
"SAG GEST";"PTSAG0AE0004";"SVA";"Euronext Lisbon";"EUR";"0.0666";"0.0666";"0.0638";"0.0638";"22/03/2019 22:03";"BST";"80210";"5341.398"
"SAINT GOBAIN";"FR0000125007";"SGO";"Euronext Paris, Amsterdam, Brussels";"EUR";"32.43";"32.465";"31.025";"31.13";"22/03/2019 17:36";"CET";"2324038";"72920407.31"
"SAMSE";"FR0000060071";"SAMS";"Euronext Paris";"EUR";"136.00";"138.00";"134.00";"134.00";"22/03/2019 17:35";"CET";"1245";"168771.00"
"SANOFI";"FR0000120578";"SAN";"Euronext Paris";"EUR";"79.89";"80.28";"78.31";"78.31";"22/03/2019 17:37";"CET";"2361535";"186036182.39"
"SANOFI NV19";"FR0013382413";"SANNV";"Euronext Paris";"EUR";"76.85";"76.85";"75.61";"75.61";"22/03/2019 16:30";"CET";"120";"9197.20"
"SAPMER";"FR0010776617";"ALMER";"Euronext Growth Paris";"EUR";"21.00";"21.00";"20.60";"20.60";"21/03/2019 16:30";"CET";"218";"4568.40"
"SARTORIUS STED BIO";"FR0013154002";"DIM";"Euronext Paris";"EUR";"112.20";"112.90";"110.90";"111.10";"22/03/2019 17:35";"CET";"46427";"5165040.30"
"SAVENCIA";"FR0000120107";"SAVE";"Euronext Paris";"EUR";"68.00";"68.00";"65.80";"65.80";"22/03/2019 16:37";"CET";"3883";"256407.20"
"SAVONNERIE NYONS";"FR0013155975";"MLSDN";"Euronext Access Paris";"EUR";"17.30";"17.30";"17.30";"17.30";"20/03/2019 16:30";"CET";"50";"865.00"
"SBM OFFSHORE";"NL0000360618";"SBMO";"Euronext Amsterdam";"EUR";"17.605";"17.685";"17.095";"17.095";"22/03/2019 17:35";"CET";"1180777";"20406206.52"
"SBT";"FR0004175222";"MLSBT";"Euronext Access Paris";"EUR";"7.75";"7.75";"7.75";"7.75";"19/03/2019 16:30";"CET";"280";"2170.00"
"SCANDINAVIAN HOUSE";"CH0220529603";"MLSHD";"Euronext Access Paris";"EUR";"17.51";"17.51";"17.51";"17.51";"13/05/2016 15:00";"CET";"500";"8755.00"
"SCBSM";"FR0006239109";"CBSM";"Euronext Paris";"EUR";"6.80";"6.95";"6.80";"6.95";"22/03/2019 17:35";"CET";"2456";"16962.10"
"SCEMI";"FR0010972091";"MLCMI";"Euronext Access Paris";"EUR";"3.24";"3.24";"3.24";"3.24";"18/03/2019 11:30";"CET";"10";"32.40"
"SCHEERD.V KERCHOVE";"BE0012378593";"SCHD";"Euronext Brussels";"EUR";"446.00";"446.00";"446.00";"446.00";"12/09/2018 16:30";"CET";"2";"892.00"
"SCHLUMBERGER";"AN8068571086";"SLB";"Euronext Paris";"EUR";"39.00";"39.00";"37.20";"37.20";"22/03/2019 17:35";"CET";"8238";"311452.30"
"SCHNEIDER ELE NV19";"FR0013385721";"SUNV";"Euronext Paris";"EUR";"66.56";"66.56";"66.56";"66.56";"22/03/2019 11:30";"CET";"19";"1264.64"
"SCHNEIDER ELECTRIC";"FR0000121972";"SU";"Euronext Paris";"EUR";"70.38";"70.64";"67.52";"67.74";"22/03/2019 17:35";"CET";"2023933";"138292552.90"
"SCHOBRUNN PARIS";"FR0010961920";"MLSCH";"Euronext Access Paris";"EUR";"40.00";"40.00";"40.00";"40.00";"06/02/2018 11:30";"CET";"9";"360.00"
"Scisys Group Plc";"IE00BD9PKV79";"SCC";"Euronext Growth Dublin";"EUR";"1.95";"1.95";"1.95";"1.95";"01/03/2019 16:30";"UTC";"1";"1.95"
"SCOR SE";"FR0010411983";"SCR";"Euronext Paris";"EUR";"38.84";"38.90";"38.21";"38.22";"22/03/2019 17:35";"CET";"746968";"28599300.72"
"SECHE ENVIRONNEM.";"FR0000039109";"SCHP";"Euronext Paris";"EUR";"30.10";"30.10";"29.30";"29.70";"22/03/2019 17:35";"CET";"4333";"128737.30"
"SECURINFOR";"FR0000071755";"MLSEC";"Euronext Access Paris";"EUR";"32.60";"32.60";"32.60";"32.60";"13/02/2019 16:30";"CET";"11";"358.60"
"SELCODIS";"FR0000065492";"SLCO";"Euronext Paris";"EUR";"0.29";"0.29";"0.29";"0.29";"25/03/2009 00:00";"CET";"2074";"601.00"
"SELECTIRENTE";"FR0004175842";"SELER";"Euronext Paris";"EUR";"86.00";"86.40";"86.00";"86.40";"21/03/2019 17:09";"CET";"679";"58470.00"
"SEMAPA";"PTSEM0AM0004";"SEM";"Euronext Lisbon";"EUR";"14.94";"15.00";"14.58";"14.68";"22/03/2019 22:35";"BST";"88953";"1311893.42"
"SEMPLICEMENTE SpA";"IT0005072811";"MLSMP";"Euronext Access Paris";"EUR";"0.81";"0.81";"0.81";"0.81";"05/08/2016 15:00";"CET";"100";"81.00"
"SENSORION";"FR0012596468";"ALSEN";"Euronext Growth Paris";"EUR";"1.15";"1.198";"1.14";"1.168";"22/03/2019 17:13";"CET";"24879";"28629.45"
"SEQUA PETROLEUM NV";"NL0010623518";"MLSEQ";"Euronext Access Paris";"EUR";"0.0125";"0.0125";"0.012";"0.012";"22/03/2019 16:30";"CET";"218982";"2713.275"
"SEQUANA";"FR0011352590";"SEQ";"Euronext Paris";"EUR";"0.135";"0.135";"0.1328";"0.1328";"07/03/2019 17:17";"CET";"117192";"15710.46"
"SEQUANA MEDICAL";"BE0974340722";"SEQUA";"Euronext Brussels";"EUR";"6.90";"7.00";"6.88";"7.00";"22/03/2019 17:22";"CET";"8904";"61509.54"
"SERGEFERRARI GROUP";"FR0011950682";"SEFER";"Euronext Paris";"EUR";"5.08";"5.08";"4.99";"5.00";"22/03/2019 17:35";"CET";"1116";"5605.48"
"SERMA GROUP";"FR0000073728";"ALSER";"Euronext Growth Paris";"EUR";"305.00";"305.00";"305.00";"305.00";"01/03/2019 11:30";"CET";"9";"2745.00"
"SES";"LU0088087324";"SESG";"Euronext Paris";"EUR";"14.08";"14.345";"13.87";"14.03";"22/03/2019 17:35";"CET";"1985573";"27867581.775"
"SES IMAGOTAG";"FR0010282822";"SESL";"Euronext Paris";"EUR";"25.65";"26.00";"24.75";"24.75";"22/03/2019 17:35";"CET";"8196";"208560.45"
"SETTLEMENTS";"BE0974261902";"STTL";"Euronext Growth Brussels";"USD";"13.52";"13.52";"13.52";"13.52";"24/03/2017 15:30";"CET";"15000";"202800.00"
"SHOWROOMPRIVE";"FR0013006558";"SRP";"Euronext Paris";"EUR";"2.83";"2.83";"2.68";"2.78";"22/03/2019 17:35";"CET";"139640";"382288.19"
"SHURGARD";"LU1883301340";"SHUR";"Euronext Brussels";"EUR";"29.005";"29.82";"28.80";"28.90";"22/03/2019 17:35";"CET";"10361";"300108.01"
"SI PARTICIPATIONS";"FR0000061582";"ALSIP";"Euronext Growth Paris";"EUR";"12.10";"13.10";"12.10";"13.10";"11/03/2019 16:30";"CET";"232";"2813.20"
"SIDETRADE";"FR0010202606";"ALBFR";"Euronext Growth Paris";"EUR";"58.60";"58.60";"58.60";"58.60";"22/03/2019 09:00";"CET";"1";"58.60"
"SIEMENS";"DE0007236101";"SIA";"Traded not listed Brussels";"EUR";"96.05";"96.05";"94.67";"94.67";"22/03/2019 16:57";"CET";"445";"42395.60"
"SIF HOLDING";"NL0011660485";"SIFG";"Euronext Amsterdam";"EUR";"9.84";"9.93";"9.75";"9.89";"22/03/2019 17:35";"CET";"43051";"423238.56"
"SIGNAUX GIROD";"FR0000060790";"GIRO";"Euronext Paris";"EUR";"12.80";"12.85";"12.50";"12.60";"22/03/2019 16:08";"CET";"335";"4250.10"
"SIGNIFY NV";"NL0011821392";"LIGHT";"Euronext Amsterdam";"EUR";"23.56";"23.66";"22.64";"22.77";"22/03/2019 17:35";"CET";"497973";"11409179.85"
"SII";"FR0000074122";"SII";"Euronext Paris";"EUR";"21.00";"21.00";"20.40";"20.70";"22/03/2019 17:35";"CET";"3517";"72221.20"
"SILC";"FR0010679365";"MLSIL";"Euronext Access Paris";"EUR";"0.76";"0.76";"0.76";"0.76";"21/03/2019 11:30";"CET";"1";"0.76"
"SILKAN RT";"FR0010518605";"MLARI";"Euronext Access Paris";"EUR";"0.775";"0.775";"0.775";"0.775";"07/03/2019 11:30";"CET";"1";"0.78"
"SIMAT";"CI0000000832";"MLMAT";"Euronext Access Paris";"EUR";"2.78";"2.78";"2.78";"2.78";"25/02/2019 11:30";"CET";"1";"2.78"
"SIMO INTERNATIONAL";"FR0004038818";"MLSIM";"Euronext Access Paris";"EUR";"0.45";"0.45";"0.45";"0.45";"05/03/2019 14:15";"CET";"12000";"5400.00"
"SINTESI SpA";"IT0005072167";"MLSNT";"Euronext Access Paris";"EUR";"3.30";"3.30";"3.30";"3.30";"06/11/2015 15:00";"CET";"12";"39.60"
"SIOEN";"BE0003743573";"SIOE";"Euronext Brussels";"EUR";"25.80";"26.25";"25.80";"26.00";"22/03/2019 17:35";"CET";"4017";"104686.05"
"SIPEF";"BE0003898187";"SIP";"Euronext Brussels";"EUR";"51.20";"51.50";"51.20";"51.20";"22/03/2019 17:35";"CET";"1946";"99782.60"
"SLIGRO FOOD GROUP";"NL0000817179";"SLIGR";"Euronext Amsterdam";"EUR";"32.50";"32.50";"31.50";"31.50";"22/03/2019 17:35";"CET";"26699";"852735.80"
"SMALTO";"FR0011131788";"MLSML";"Euronext Access Paris";"EUR";"0.038";"0.038";"0.038";"0.038";"22/03/2019 16:30";"CET";"1";"0.038"
"SMALTO BSA";"FR0010649228";"SMLBS";"Euronext Access Paris";"EUR";"0.04";"0.04";"0.04";"0.04";"27/12/2016 15:30";"CET";"115298";"4611.92"
"SMARTPHOTO GROUP";"BE0974323553";"SMAR";"Euronext Brussels";"EUR";"11.85";"12.50";"11.85";"11.95";"22/03/2019 16:13";"CET";"1415";"17447.95"
"SMCP";"FR0013214145";"SMCP";"Euronext Paris";"EUR";"14.77";"15.05";"14.456";"14.56";"22/03/2019 17:35";"CET";"162240";"2385259.32"
"SMTPC";"FR0004016699";"SMTPC";"Euronext Paris";"EUR";"20.90";"20.90";"20.10";"20.15";"22/03/2019 14:38";"CET";"600";"12109.85"
"SMURFIT KAPPA GP";"IE00B1RR8406";"SK3";"Euronext Dublin";"EUR";"26.80";"27.14";"26.30";"26.30";"21/03/2019 16:30";"UTC";"460729";"12251838.24"
"SNOWWORLD";"NL0010627865";"SNOW";"Euronext Amsterdam";"EUR";"11.15";"11.50";"10.60";"10.60";"22/03/2019 16:52";"CET";"1965";"22123.30"
"SOC FRANC CASINOS";"FR0010209809";"SFCA";"Euronext Paris";"EUR";"1.92";"1.92";"1.92";"1.92";"22/03/2019 11:30";"CET";"24";"46.08"
"SOCIETE GENERALE";"FR0000130809";"GLE";"Euronext Paris";"EUR";"26.815";"26.83";"25.435";"25.525";"22/03/2019 17:35";"CET";"7110375";"183623036.75"
"SODEXO";"FR0000121220";"SW";"Euronext Paris";"EUR";"98.42";"98.42";"96.96";"96.96";"22/03/2019 17:37";"CET";"293036";"28516644.40"
"SODIFRANCE";"FR0000072563";"SOA";"Euronext Paris";"EUR";"15.90";"15.90";"15.90";"15.90";"18/03/2019 16:30";"CET";"20";"318.00"
"SODITECH";"FR0000078321";"SEC";"Euronext Paris";"EUR";"0.965";"0.965";"0.965";"0.965";"13/03/2019 11:30";"CET";"601";"579.97"
"SOFIBUS PATRIMOINE";"FR0000038804";"SFBS";"Euronext Paris";"EUR";"195.00";"195.00";"195.00";"195.00";"20/03/2019 16:30";"CET";"5";"975.00"
"SOFINA";"BE0003717312";"SOF";"Euronext Brussels";"EUR";"177.00";"178.00";"174.80";"174.80";"22/03/2019 17:35";"CET";"18331";"3216701.20"
"SOFRAGI";"FR0000030140";"SOFR";"Euronext Paris";"EUR";"1440.00";"1440.00";"1440.00";"1440.00";"22/03/2019 11:30";"CET";"1";"1440.00"
"SOFT COMPUTING";"FR0000075517";"SFT";"Euronext Paris";"EUR";"25.00";"25.00";"25.00";"25.00";"22/03/2019 14:33";"CET";"712";"17800.00"
"SOFTIMAT";"BE0003773877";"SOFT";"Euronext Growth Brussels";"EUR";"3.12";"3.12";"3.12";"3.12";"22/03/2019 16:30";"CET";"100";"312.00"
"SOGECLAIR";"FR0000065864";"SOG";"Euronext Paris";"EUR";"27.30";"27.30";"26.10";"26.20";"22/03/2019 17:35";"CET";"983";"26371.20"
"SOITEC";"FR0013227113";"SOI";"Euronext Paris";"EUR";"72.40";"74.40";"72.25";"72.45";"22/03/2019 17:35";"CET";"123473";"9024507.60"
"SOLOCAL GROUP";"FR0012938884";"LOCAL";"Euronext Paris";"EUR";"0.481";"0.4842";"0.4722";"0.4722";"22/03/2019 17:35";"CET";"1514940";"720006.9336"
"SOLUTIONS 30 SE";"FR0013379484";"ALS30";"Euronext Growth Paris";"EUR";"11.28";"11.28";"10.98";"11.00";"22/03/2019 17:35";"CET";"90391";"1003074.48"
"SOLVAC NOM(RETAIL)";"BE0003545531";"SOLV";"Euronext Brussels";"EUR";"124.00";"124.00";"122.00";"122.00";"22/03/2019 17:21";"CET";"358";"43811.50"
"SOLVAY";"BE0003470755";"SOLB";"Euronext Brussels, Paris";"EUR";"100.25";"100.75";"96.28";"96.40";"22/03/2019 17:36";"CET";"300454";"29281881.46"
"SOMFY SA";"FR0013199916";"SO";"Euronext Paris";"EUR";"75.60";"76.40";"75.00";"76.00";"22/03/2019 17:35";"CET";"7152";"541693.60"
"SONAE";"PTSON0AM0001";"SON";"Euronext Lisbon";"EUR";"0.978";"0.9875";"0.922";"0.928";"22/03/2019 22:35";"BST";"8476681";"8040074.1535"
"SONAE CAPITAL";"PTSNP0AE0008";"SONC";"Euronext Lisbon";"EUR";"0.89";"0.895";"0.866";"0.892";"22/03/2019 22:35";"BST";"219947";"194736.012"
"SONAE IND.SGPS";"PTS3P0AM0025";"SONI";"Euronext Lisbon";"EUR";"1.40";"1.405";"1.345";"1.375";"22/03/2019 22:27";"BST";"23120";"31673.54"
"SONAECOM,SGPS";"PTSNC0AM0006";"SNC";"Euronext Lisbon";"EUR";"2.44";"2.46";"2.43";"2.43";"22/03/2019 20:49";"BST";"10725";"26295.38"
"SONAGI";"PTSNG0AM0007";"SNG";"Euronext Access Lisbon";"EUR";"3.00";"3.00";"3.00";"3.00";"19/11/2018 21:30";"BST";"800";"2400.00"
"SOPRA STERIA GROUP";"FR0000050809";"SOP";"Euronext Paris";"EUR";"102.50";"103.40";"98.30";"98.95";"22/03/2019 17:35";"CET";"35997";"3589305.90"
"SPADEL";"BE0003798155";"SPA";"Euronext Brussels";"EUR";"206.00";"206.00";"206.00";"206.00";"18/03/2019 16:30";"CET";"18";"3708.00"
"SPEED RABBIT PIZZA";"FR0000054371";"MLSRP";"Euronext Access Paris";"EUR";"2.32";"2.32";"2.32";"2.32";"19/03/2019 16:30";"CET";"731";"1695.92"
"SPIE";"FR0012757854";"SPIE";"Euronext Paris";"EUR";"16.34";"16.40";"15.56";"15.73";"22/03/2019 17:35";"CET";"359186";"5679938.70"
"SPINEGUARD";"FR0011464452";"ALSGD";"Euronext Growth Paris";"EUR";"0.624";"0.632";"0.606";"0.61";"22/03/2019 17:35";"CET";"19963";"12240.876"
"SPINEWAY";"FR0011398874";"ALSPW";"Euronext Growth Paris";"EUR";"0.125";"0.1275";"0.115";"0.1165";"22/03/2019 17:25";"CET";"667912";"79744.9755"
"SPIR COMMUNICATION";"FR0000131732";"SPI";"Euronext Paris";"EUR";"3.40";"3.40";"3.40";"3.40";"22/03/2019 09:00";"CET";"10";"34.00"
"SPORTING";"PTSCP0AM0001";"SCP";"Euronext Lisbon";"EUR";"0.70";"0.70";"0.70";"0.70";"22/03/2019 16:30";"BST";"6";"4.20"
"SQLI";"FR0011289040";"SQI";"Euronext Paris";"EUR";"22.15";"22.15";"21.70";"21.85";"22/03/2019 17:29";"CET";"4259";"93504.45"
"ST DUPONT";"FR0000054199";"DPT";"Euronext Paris";"EUR";"0.1345";"0.1345";"0.131";"0.133";"22/03/2019 17:35";"CET";"25248";"3347.5495"
"ST GOBAIN NV19";"FR0013383205";"SGONV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"STALLERGENES GREER";"GB00BZ21RF93";"STAGR";"Euronext Paris";"EUR";"36.70";"36.75";"36.45";"36.45";"22/03/2019 17:35";"CET";"98911";"3625937.55"
"STEAM FRANCE";"FR0013063559";"MLSTM";"Euronext Access Paris";"EUR";"14.00";"14.00";"14.00";"14.00";"07/01/2016 15:00";"CET";"2";"28.00"
"STEF";"FR0000064271";"STF";"Euronext Paris";"EUR";"85.30";"85.90";"83.70";"83.80";"22/03/2019 17:35";"CET";"1900";"160540.20"
"STENTYS";"FR0010949404";"STNT";"Euronext Paris";"EUR";"0.50";"0.50";"0.488";"0.488";"22/03/2019 17:35";"CET";"50862";"25159.547"
"STERN GROEP";"NL0000336303";"STRN";"Euronext Amsterdam";"EUR";"17.10";"17.10";"16.50";"16.90";"22/03/2019 17:35";"CET";"16262";"273712.10"
"STMICROELECTRONICS";"NL0000226223";"STM";"Euronext Paris";"EUR";"14.985";"15.18";"14.505";"14.53";"22/03/2019 17:36";"CET";"3086225";"45586001.82"
"STRADIM ESPAC.FIN";"FR0000074775";"ALSAS";"Euronext Growth Paris";"EUR";"8.00";"8.00";"8.00";"8.00";"18/03/2019 11:39";"CET";"1000";"8000.00"
"STREAMWIDE";"FR0010528059";"ALSTW";"Euronext Growth Paris";"EUR";"8.90";"8.90";"8.90";"8.90";"22/03/2019 11:30";"CET";"1";"8.90"
